,Close,Volume
2015-04-15,105.53213239133679,0
2015-04-16,105.91580653640622,0
2015-04-17,106.58699089918741,0
2015-04-18,106.12424573251045,0
2015-04-19,106.63588201497826,0
2015-04-20,107.92721522326994,0
2015-04-21,108.26353533508792,0
2015-04-22,107.9317745939563,0
2015-04-23,107.66817529177945,0
2015-04-24,107.75360158257008,0
2015-04-25,108.07722039148757,0
2015-04-26,108.19554463487806,0
2015-04-27,108.60178500189639,0
2015-04-28,108.58285122612014,0
2015-04-29,108.77919330633361,0
2015-04-30,109.49391641151047,0
2015-05-01,108.86883206197311,0
2015-05-02,109.01827131192971,0
2015-05-03,109.16596938004062,0
2015-05-04,109.85390357508966,0
2015-05-05,109.7817749111143,0
2015-05-06,110.29494344649255,0
2015-05-07,111.11223251957819,0
2015-05-08,109.9547066542623,0
2015-05-09,110.81365718346312,0
2015-05-10,110.23398943349261,0
2015-05-11,109.58538742099209,0
2015-05-12,107.7706121098175,0
2015-05-13,107.32505538071939,0
2015-05-14,107.39858895790107,0
2015-05-15,107.22647731785007,0
2015-05-16,107.0033769478123,0
2015-05-17,106.36184663231285,0
2015-05-18,106.99752732484384,0
2015-05-19,107.69637797223264,0
2015-05-20,108.04618577205022,0
2015-05-21,106.89685720460962,0
2015-05-22,108.45405240957346,0
2015-05-23,108.62805506253912,0
2015-05-24,109.06098743186332,0
2015-05-25,108.15449226148135,0
2015-05-26,108.22428331263208,0
2015-05-27,108.57267749266532,0
2015-05-28,108.55771844041723,0
2015-05-29,109.20978042197771,0
2015-05-30,110.15061511978692,0
2015-05-31,109.33735201842948,0
2015-06-01,109.97943646242227,0
2015-06-02,110.32079465617106,0
2015-06-03,110.3964882115674,0
2015-06-04,109.43089251103726,0
2015-06-05,110.49351166943828,0
2015-06-06,110.83809715330983,0
2015-06-07,109.72758007229446,0
2015-06-08,109.64465152677208,0
2015-06-09,109.94033864946506,0
2015-06-10,110.35645292940963,0
2015-06-11,110.35011914220729,0
2015-06-12,110.65732290642399,0
2015-06-13,112.16447829191137,0
2015-06-14,113.29932508246183,0
2015-06-15,112.73110096250711,0
2015-06-16,112.40517027884734,0
2015-06-17,112.40986746704978,0
2015-06-18,111.30660831989915,0
2015-06-19,110.48622696267363,0
2015-06-20,109.48615126442178,0
2015-06-21,108.80655671236224,0
2015-06-22,109.80317119665781,0
2015-06-23,109.31478844332719,0
2015-06-24,108.71555535642075,0
2015-06-25,109.37562659126104,0
2015-06-26,109.1567826482968,0
2015-06-27,109.51167898186478,0
2015-06-28,109.10839880123338,0
2015-06-29,108.00303882537412,0
2015-06-30,108.38634763356293,0
2015-07-01,107.4509250142167,0
2015-07-02,107.19625836777098,0
2015-07-03,106.7984227997196,0
2015-07-04,107.0010651155455,0
2015-07-05,106.71812746304863,0
2015-07-06,106.71191857814821,0
2015-07-07,105.78511054624178,0
2015-07-08,107.14906880833983,0
2015-07-09,106.4502353779381,0
2015-07-10,107.3030585869551,0
2015-07-11,107.47707285944097,0
2015-07-12,107.64555830890762,0
2015-07-13,107.95360768625338,0
2015-07-14,106.80927853124487,0
2015-07-15,107.5120866929045,0
2015-07-16,107.25698239588502,0
2015-07-17,108.12216532182882,0
2015-07-18,108.10051024929153,0
2015-07-19,107.9330186469754,0
2015-07-20,107.17002388973577,0
2015-07-21,106.75126496727523,0
2015-07-22,107.10072010893438,0
2015-07-23,106.33287083863306,0
2015-07-24,105.13557794609065,0
2015-07-25,104.66649460085074,0
2015-07-26,105.27470944099781,0
2015-07-27,106.49092131525737,0
2015-07-28,106.13134135334397,0
2015-07-29,105.21703814392282,0
2015-07-30,105.07395997505246,0
2015-07-31,105.26601497488966,0
2015-08-01,105.71002173190651,0
2015-08-02,107.16000420803627,0
2015-08-03,107.38378815319591,0
2015-08-04,108.54173994909652,0
2015-08-05,108.31564191190961,0
2015-08-06,108.4497965673151,0
2015-08-07,108.13886945184663,0
2015-08-08,107.77203782514593,0
2015-08-09,107.677386255526,0
2015-08-10,107.57159618507181,0
2015-08-11,107.25599134205777,0
2015-08-12,106.97670879138536,0
2015-08-13,107.76557023956181,0
2015-08-14,109.22952571907341,0
2015-08-15,108.97860892520805,0
2015-08-16,108.84274575289186,0
2015-08-17,109.26662144398223,0
2015-08-18,111.47257711555648,0
2015-08-19,111.60902036752888,0
2015-08-20,112.34765102573343,0
2015-08-21,113.4829360418021,0
2015-08-22,113.80056614232367,0
2015-08-23,114.52156091504531,0
2015-08-24,115.02543270783441,0
2015-08-25,115.82860948325558,0
2015-08-26,115.18855591541686,0
2015-08-27,115.41335498392633,0
2015-08-28,115.83242008391912,0
2015-08-29,116.24305190740785,0
2015-08-30,117.12873099776724,0
2015-08-31,117.52962367267061,0
2015-09-01,116.80205986411039,0
2015-09-02,117.30424397535965,0
2015-09-03,116.7628393458176,0
2015-09-04,116.35312038175311,0
2015-09-05,116.14194306897707,0
2015-09-06,116.14664555255618,0
2015-09-07,115.14961588430927,0
2015-09-08,116.0128444319972,0
2015-09-09,115.2873024664294,0
2015-09-10,116.47034804800423,0
2015-09-11,115.76333997366586,0
2015-09-12,116.74762409389629,0
2015-09-13,116.81096622071705,0
2015-09-14,115.68734854950584,0
2015-09-15,115.04212081460916,0
2015-09-16,116.05153522303947,0
2015-09-17,116.4499794058866,0
2015-09-18,116.47771658079802,0
2015-09-19,115.00878947504046,0
2015-09-20,116.06218774632147,0
2015-09-21,117.4663247877904,0
2015-09-22,118.75637766912558,0
2015-09-23,118.39988847724024,0
2015-09-24,118.75909385692634,0
2015-09-25,119.1981810383413,0
2015-09-26,118.1865862766634,0
2015-09-27,118.40020064025074,0
2015-09-28,121.02268956799291,0
2015-09-29,123.88625760342866,0
2015-09-30,126.08726588800936,0
2015-10-01,125.30123435834102,0
2015-10-02,133.83829907779344,0
2015-10-03,134.94302198260405,0
2015-10-04,134.64745217325026,0
2015-10-05,132.3933285781671,0
2015-10-06,132.39724635783318,0
2015-10-07,128.64844816488937,0
2015-10-08,129.38984095409316,0
2015-10-09,134.25049387192968,0
2015-10-10,135.3928424770365,0
2015-10-11,135.68196438667695,0
2015-10-12,135.95158084855535,0
2015-10-13,134.61616424162662,0
2015-10-14,131.0258637212346,0
2015-10-15,126.95453760436986,0
2015-10-16,127.19726932347008,0
2015-10-17,126.42624441687119,0
2015-10-18,127.64051781674051,0
2015-10-19,131.14126795737192,0
2015-10-20,128.68324082431494,0
2015-10-21,126.1060670672722,0
2015-10-22,128.27950498358095,0
2015-10-23,126.84351521175867,0
2015-10-24,123.12452577392155,0
2015-10-25,124.78187995456938,0
2015-10-26,126.17754372732158,0
2015-10-27,124.85177190590888,0
2015-10-28,121.36723304870532,0
2015-10-29,115.2894725236381,0
2015-10-30,118.01346958063692,0
2015-10-31,113.62248263256748,0
2015-11-01,115.03948805599602,0
2015-11-02,114.68679779786817,0
2015-11-03,115.38460850514645,0
2015-11-04,114.32854458662378,0
2015-11-05,113.08979801131275,0
2015-11-06,111.09803966716593,0
2015-11-07,114.60464696420487,0
2015-11-08,112.63541047939354,0
2015-11-09,112.13903770240124,0
2015-11-10,109.47359223839868,0
2015-11-11,113.07314931550889,0
2015-11-12,110.12660045730894,0
2015-11-13,108.46223378988904,0
2015-11-14,107.09443593370776,0
2015-11-15,103.72707794256944,0
2015-11-16,103.50350439269995,0
2015-11-17,104.89956719948815,0
2015-11-18,102.35953734997882,0
2015-11-19,102.78409514231053,0
2015-11-20,103.52511527515338,0
2015-11-21,103.52922766897672,0
2015-11-22,105.99844698854666,0
2015-11-23,105.23357459859372,0
2015-11-24,105.99618919435841,0
2015-11-25,110.1952087206406,0
2015-11-26,113.83455194105501,0
2015-11-27,115.25875732424025,0
2015-11-28,113.58912962470606,0
2015-11-29,112.14780369623458,0
2015-11-30,112.93938736501374,0
2015-12-01,112.38943306325866,0
2015-12-02,104.81260909678471,0
2015-12-03,104.2804459730826,0
2015-12-04,103.13585499802538,0
2015-12-05,108.58694470533588,0
2015-12-06,111.16803318002124,0
2015-12-07,112.38692469699664,0
2015-12-08,112.54521241753417,0
2015-12-09,113.12772761894074,0
2015-12-10,113.73811720905162,0
2015-12-11,112.7382057591896,0
2015-12-12,112.17715624683318,0
2015-12-13,113.42905507974017,0
2015-12-14,113.02068474528937,0
2015-12-15,116.33875422726683,0
2015-12-16,112.8567881700047,0
2015-12-17,115.67055177684675,0
2015-12-18,116.84428115542951,0
2015-12-19,112.1214847567283,0
2015-12-20,115.86099079280363,0
2015-12-21,114.0139642260307,0
2015-12-22,116.36576163365024,0
2015-12-23,115.85185100416237,0
2015-12-24,112.74182544865168,0
2015-12-25,113.92949288971724,0
2015-12-26,113.42510452879262,0
2015-12-27,113.3733664504996,0
2015-12-28,110.98285801513532,0
2015-12-29,111.593541818427,0
2015-12-30,110.26641789372837,0
2015-12-31,109.01896977446279,0
2016-01-01,109.00784052266069,0
2016-01-02,108.05765835093707,0
2016-01-03,108.2255156540484,0
2016-01-04,110.434792587163,0
2016-01-05,110.04860730682206,0
2016-01-06,108.91416110197758,0
2016-01-07,109.14823777119867,0
2016-01-08,108.33310610078269,0
2016-01-09,108.39344848863544,0
2016-01-10,108.77335666242394,0
2016-01-11,108.76930041891266,0
2016-01-12,108.86587830243906,0
2016-01-13,109.1114895785716,0
2016-01-14,110.91731825135585,0
2016-01-15,110.67005712788985,0
2016-01-16,110.84747916903916,0
2016-01-17,111.85570277095181,0
2016-01-18,112.42369646063098,0
2016-01-19,112.05409982037375,0
2016-01-20,113.11321028700777,0
2016-01-21,111.17927095236692,0
2016-01-22,110.70738769231896,0
2016-01-23,113.4302501086989,0
2016-01-24,113.97824600125392,0
2016-01-25,112.41113142719992,0
2016-01-26,109.77431363408256,0
2016-01-27,109.1512774861997,0
2016-01-28,114.07460119610975,0
2016-01-29,119.00781967436866,0
2016-01-30,122.43063709927982,0
2016-01-31,124.23857041276807,0
2016-02-01,123.55517548075787,0
2016-02-02,118.52145585129388,0
2016-02-03,114.90710870588148,0
2016-02-04,112.06349626107819,0
2016-02-05,114.74578031328866,0
2016-02-06,114.76187561155677,0
2016-02-07,115.8476990838527,0
2016-02-08,116.55446425739255,0
2016-02-09,120.85848365963072,0
2016-02-10,118.70009224039705,0
2016-02-11,120.27622611000739,0
2016-02-12,122.73338854638212,0
2016-02-13,124.67829786521942,0
2016-02-14,124.2211822832216,0
2016-02-15,125.46076948508926,0
2016-02-16,130.84040090793843,0
2016-02-17,125.84983823682556,0
2016-02-18,124.42002862226038,0
2016-02-19,124.66826218869336,0
2016-02-20,122.16047214042656,0
2016-02-21,121.67519209288429,0
2016-02-22,122.10587374181708,0
2016-02-23,123.84036001439829,0
2016-02-24,123.51930325662046,0
2016-02-25,125.23382064482817,0
2016-02-26,124.79669179612807,0
2016-02-27,126.30265714504235,0
2016-02-28,127.61564687435425,0
2016-02-29,126.5227140489453,0
2016-03-01,127.73860634367023,0
2016-03-02,127.0752312725462,0
2016-03-03,128.68340556848395,0
2016-03-04,133.4064402040901,0
2016-03-05,132.38143535328544,0
2016-03-06,126.35684850139295,0
2016-03-07,130.30559538756015,0
2016-03-08,132.16420323137626,0
2016-03-09,126.11583521880438,0
2016-03-10,120.46691300935535,0
2016-03-11,124.03561175384932,0
2016-03-12,121.88880182993655,0
2016-03-13,123.19392920857166,0
2016-03-14,124.43017025152024,0
2016-03-15,128.5056713881729,0
2016-03-16,131.0849293679364,0
2016-03-17,133.0456507709343,0
2016-03-18,132.94910761284896,0
2016-03-19,138.01933580951152,0
2016-03-20,131.95491048448596,0
2016-03-21,133.80730743371208,0
2016-03-22,142.69492500426492,0
2016-03-23,143.26557065538873,0
2016-03-24,147.20653876066504,0
2016-03-25,153.30915953507954,0
2016-03-26,149.75970885005327,0
2016-03-27,147.76700522931478,0
2016-03-28,150.10169749937947,0
2016-03-29,150.79438878776006,0
2016-03-30,153.50434883078736,0
2016-03-31,150.68145062644774,0
2016-04-01,148.90927567645943,0
2016-04-02,152.9173386694308,0
2016-04-03,151.04342672669705,0
2016-04-04,149.59007825471582,0
2016-04-05,145.9584603094792,0
2016-04-06,142.80478999360045,0
2016-04-07,146.9305815053134,0
2016-04-08,144.94589856894382,0
2016-04-09,142.3414128566247,0
2016-04-10,143.09474051762393,0
2016-04-11,142.95136863187378,0
2016-04-12,145.34321672638873,0
2016-04-13,144.09541774183904,0
2016-04-14,144.38153599190983,0
2016-04-15,140.99191983120133,0
2016-04-16,141.8269281414244,0
2016-04-17,139.83250630072033,0
2016-04-18,142.45465818757538,0
2016-04-19,143.78507035465665,0
2016-04-20,143.87193486676188,0
2016-04-21,144.2366639637001,0
2016-04-22,147.60569622934938,0
2016-04-23,145.0831436939988,0
2016-04-24,140.4891638404964,0
2016-04-25,139.27027117744743,0
2016-04-26,133.4752556894725,0
2016-04-27,134.3359304209007,0
2016-04-28,137.57586536303594,0
2016-04-29,144.52812128138265,0
2016-04-30,150.3693310312579,0
2016-05-01,149.33990114149606,0
2016-05-02,150.10664153804123,0
2016-05-03,147.6669307139706,0
2016-05-04,150.48375519465998,0
2016-05-05,154.28629013870764,0
2016-05-06,147.71682856937923,0
2016-05-07,155.6248923471457,0
2016-05-08,156.1426014646197,0
2016-05-09,156.64374927859416,0
2016-05-10,159.81423465870733,0
2016-05-11,159.9068779881562,0
2016-05-12,160.15629789770884,0
2016-05-13,154.83106554942202,0
2016-05-14,152.094044984463,0
2016-05-15,154.26967089379386,0
2016-05-16,155.77756008379674,0
2016-05-17,160.18191635588948,0
2016-05-18,163.35801256649822,0
2016-05-19,166.75448881064116,0
2016-05-20,165.10986320737265,0
2016-05-21,163.58663955448478,0
2016-05-22,167.02350318566738,0
2016-05-23,165.84514907763815,0
2016-05-24,167.4851344315962,0
2016-05-25,168.10128288485186,0
2016-05-26,164.87872913001797,0
2016-05-27,164.7174645751972,0
2016-05-28,160.3698500494697,0
2016-05-29,157.8726248273569,0
2016-05-30,159.5415365144672,0
2016-05-31,158.69225483408502,0
2016-06-01,160.59615134325009,0
2016-06-02,161.7865044843272,0
2016-06-03,163.03339292443607,0
2016-06-04,163.2689654937448,0
2016-06-05,164.68721495997536,0
2016-06-06,164.79668196736074,0
2016-06-07,166.2755217491833,0
2016-06-08,166.2447726441529,0
2016-06-09,165.6815964864382,0
2016-06-10,167.62573670106292,0
2016-06-11,167.72436387724306,0
2016-06-12,164.76517822614255,0
2016-06-13,161.8228571339473,0
2016-06-14,161.5519615907159,0
2016-06-15,169.2652131920481,0
2016-06-16,174.1791153576851,0
2016-06-17,172.5027433188383,0
2016-06-18,173.07032778412864,0
2016-06-19,172.35037638107778,0
2016-06-20,175.29417966619224,0
2016-06-21,174.90991533046392,0
2016-06-22,174.35102477254748,0
2016-06-23,175.59738993044073,0
2016-06-24,170.78305942843633,0
2016-06-25,170.24714077168457,0
2016-06-26,170.6388424008639,0
2016-06-27,171.02285197981496,0
2016-06-28,169.570466560404,0
2016-06-29,175.3437466700089,0
2016-06-30,179.55820081090704,0
2016-07-01,177.43100923396216,0
2016-07-02,179.86646930631173,0
2016-07-03,178.03095469425395,0
2016-07-04,178.3906854389312,0
2016-07-05,183.48354206189984,0
2016-07-06,185.1768760387373,0
2016-07-07,188.5732170179873,0
2016-07-08,188.44710310281258,0
2016-07-09,188.24025121561766,0
2016-07-10,187.19781888798434,0
2016-07-11,187.3055711448529,0
2016-07-12,183.56305372078364,0
2016-07-13,190.69724394752825,0
2016-07-14,188.11079146367925,0
2016-07-15,189.62907089899898,0
2016-07-16,191.27863889225702,0
2016-07-17,193.33607120707626,0
2016-07-18,199.59412692937718,0
2016-07-19,200.36835294088618,0
2016-07-20,197.54165982627228,0
2016-07-21,205.64121195254464,0
2016-07-22,199.0221668674956,0
2016-07-23,194.94782979270283,0
2016-07-24,200.80620193632893,0
2016-07-25,202.02785629145308,0
2016-07-26,204.8765463891859,0
2016-07-27,204.01031438966174,0
2016-07-28,202.40766941463534,0
2016-07-29,198.5574119006382,0
2016-07-30,206.2485610406754,0
2016-07-31,203.971345899713,0
2016-08-01,202.8939323767667,0
2016-08-02,200.6107928324964,0
2016-08-03,200.32936241978922,0
2016-08-04,199.66818668698804,0
2016-08-05,201.4365188695542,0
2016-08-06,206.1502718308751,0
2016-08-07,202.9420740401031,0
2016-08-08,201.84322128363524,0
2016-08-09,203.3105015875273,0
2016-08-10,198.40192513078492,0
2016-08-11,200.65696366086368,0
2016-08-12,201.03233568281985,0
2016-08-13,200.32487021834154,0
2016-08-14,198.0859772215594,0
2016-08-15,197.45149267988188,0
2016-08-16,195.71246798884306,0
2016-08-17,196.85368852513915,0
2016-08-18,198.1202205526641,0
2016-08-19,205.4959450332507,0
2016-08-20,206.69751807551688,0
2016-08-21,200.7995790090858,0
2016-08-22,210.3817228636474,0
2016-08-23,217.33805348176628,0
2016-08-24,214.8878161752521,0
2016-08-25,207.45095881400167,0
2016-08-26,204.45448905127915,0
2016-08-27,203.982058139318,0
2016-08-28,203.14627286872386,0
2016-08-29,208.66464009843875,0
2016-08-30,207.65930043915694,0
2016-08-31,207.71624902485541,0
2016-09-01,207.58841104113307,0
2016-09-02,210.58024222315473,0
2016-09-03,212.0520016016588,0
2016-09-04,218.34014990255645,0
2016-09-05,221.72542900478072,0
2016-09-06,221.6571411848704,0
2016-09-07,219.82664381768885,0
2016-09-08,216.4158434617014,0
2016-09-09,217.1822101531304,0
2016-09-10,214.8520050387178,0
2016-09-11,214.444366984154,0
2016-09-12,221.91229685693523,0
2016-09-13,223.78181299747578,0
2016-09-14,220.77496107431676,0
2016-09-15,223.3880195415766,0
2016-09-16,225.3164398214385,0
2016-09-17,218.683037972177,0
2016-09-18,224.51997252742584,0
2016-09-19,228.29332566230565,0
2016-09-20,227.19033763368742,0
2016-09-21,229.56037139604223,0
2016-09-22,231.62692943796736,0
2016-09-23,233.97771420441504,0
2016-09-24,237.1577085899075,0
2016-09-25,244.20331149914404,0
2016-09-26,241.18045597583708,0
2016-09-27,245.0493064100886,0
2016-09-28,244.43037223608718,0
2016-09-29,239.6408570773017,0
2016-09-30,244.0822899041191,0
2016-10-01,244.16971761097938,0
2016-10-02,241.2072131430251,0
2016-10-03,243.57877701221184,0
2016-10-04,244.85942264020224,0
2016-10-05,245.44990797422366,0
2016-10-06,243.8679681978718,0
2016-10-07,249.33041117723116,0
2016-10-08,252.58639453182258,0
2016-10-09,255.56759658628906,0
2016-10-10,257.18945900930487,0
2016-10-11,263.63344575134414,0
2016-10-12,261.6365578941736,0
2016-10-13,259.4081756051303,0
2016-10-14,300.6023694861748,0
2016-10-15,297.2851702242704,0
2016-10-16,301.1448852423071,0
2016-10-17,320.8397688197408,0
2016-10-18,328.4675108679771,0
2016-10-19,335.58043169039007,0
2016-10-20,332.2592141406158,0
2016-10-21,329.5159156980957,0
2016-10-22,321.9451118354511,0
2016-10-23,331.2337066593325,0
2016-10-24,340.7773857127593,0
2016-10-25,338.3693434711488,0
2016-10-26,342.5790723377465,0
2016-10-27,348.801840215115,0
2016-10-28,349.7206435452108,0
2016-10-29,351.76284446282153,0
2016-10-30,368.609502807806,0
2016-10-31,360.0366206565574,0
2016-11-01,359.0924365028767,0
2016-11-02,364.22741477601505,0
2016-11-03,364.26923228602266,0
2016-11-04,356.26632254859254,0
2016-11-05,349.9070715915535,0
2016-11-06,354.3539673079355,0
2016-11-07,356.8729581515652,0
2016-11-08,357.55654099043636,0
2016-11-09,361.8871754768078,0
2016-11-10,363.4661452464122,0
2016-11-11,362.06253772026827,0
2016-11-12,364.44642108831584,0
2016-11-13,371.25330991597474,0
2016-11-14,383.06652956949864,0
2016-11-15,389.4211597535073,0
2016-11-16,398.9659984918048,0
2016-11-17,395.6964362568651,0
2016-11-18,409.6023246034911,0
2016-11-19,406.4683421940054,0
2016-11-20,409.47335993399275,0
2016-11-21,411.28042064779686,0
2016-11-22,402.6958776103049,0
2016-11-23,409.5383600579064,0
2016-11-24,407.934201623398,0
2016-11-25,402.76436640634626,0
2016-11-26,405.19689788027745,0
2016-11-27,402.12178421609667,0
2016-11-28,408.5392863421708,0
2016-11-29,406.3295171092589,0
2016-11-30,405.989359150396,0
2016-12-01,415.2779188563578,0
2016-12-02,412.1913805437278,0
2016-12-03,412.14541773605384,0
2016-12-04,419.9000541586111,0
2016-12-05,422.1617391823032,0
2016-12-06,416.00204792177726,0
2016-12-07,406.99997304691396,0
2016-12-08,403.48613982133656,0
2016-12-09,406.78486685311316,0
2016-12-10,416.59339351035396,0
2016-12-11,424.1667944881163,0
2016-12-12,419.1454575622223,0
2016-12-13,417.7155722777628,0
2016-12-14,427.4651833656442,0
2016-12-15,416.43117382159477,0
2016-12-16,417.69104425749805,0
2016-12-17,414.8292178049729,0
2016-12-18,411.32176070543255,0
2016-12-19,404.7633224955005,0
2016-12-20,411.95879709747254,0
2016-12-21,418.52577014210664,0
2016-12-22,412.76643858737793,0
2016-12-23,410.6040641745314,0
2016-12-24,412.53149398194057,0
2016-12-25,411.4186231189,0
2016-12-26,403.6669998819338,0
2016-12-27,401.12697152700304,0
2016-12-28,409.22292320464624,0
2016-12-29,406.92589273597724,0
2016-12-30,406.38498595121916,0
2016-12-31,401.8488843510809,0
2017-01-01,404.36488973566827,0
2017-01-02,404.9630158718197,0
2017-01-03,402.07327511079114,0
2017-01-04,396.94674112259145,0
2017-01-05,402.73389965326373,0
2017-01-06,396.3949842315461,0
2017-01-07,398.539491738816,0
2017-01-08,390.1046328043558,0
2017-01-09,393.01999029333615,0
2017-01-10,397.00847589273434,0
2017-01-11,401.5409309463428,0
2017-01-12,401.01631206421456,0
2017-01-13,407.5993965865799,0
2017-01-14,417.3238900975483,0
2017-01-15,416.1053356814949,0
2017-01-16,414.3496554997708,0
2017-01-17,415.10488433845,0
2017-01-18,413.2423061575281,0
2017-01-19,410.78236899543566,0
2017-01-20,408.6958362622116,0
2017-01-21,415.95698694635513,0
2017-01-22,419.33878852500294,0
2017-01-23,417.4434711603134,0
2017-01-24,407.36975530789863,0
2017-01-25,401.20478556397074,0
2017-01-26,403.37374239902744,0
2017-01-27,394.96522341266785,0
2017-01-28,396.2590945714732,0
2017-01-29,392.15056639864883,0
2017-01-30,392.6382244963809,0
2017-01-31,393.01575923011796,0
2017-02-01,393.6186721637403,0
2017-02-02,392.18146957601033,0
2017-02-03,390.6201058069725,0
2017-02-04,387.9157073951261,0
2017-02-05,389.9360313464178,0
2017-02-06,393.2382817942019,0
2017-02-07,388.5598124123609,0
2017-02-08,388.4809793821012,0
2017-02-09,389.3750550292228,0
2017-02-10,390.22079896814944,0
2017-02-11,391.00137249972005,0
2017-02-12,389.54383493048806,0
2017-02-13,390.7649479875906,0
2017-02-14,393.33152345240427,0
2017-02-15,394.01611267688986,0
2017-02-16,396.15623177322783,0
2017-02-17,400.25744099943176,0
2017-02-18,392.98430616477333,0
2017-02-19,396.86507428854986,0
2017-02-20,398.3636045303986,0
2017-02-21,394.05027299792465,0
2017-02-22,397.376464301714,0
2017-02-23,395.9099819514801,0
2017-02-24,394.9913847612411,0
2017-02-25,393.1001771244346,0
2017-02-26,394.42532699686956,0
2017-02-27,391.43977879072816,0
2017-02-28,395.13803217659614,0
2017-03-01,394.7106675955942,0
2017-03-02,393.38927911921206,0
2017-03-03,396.5116360717519,0
2017-03-04,395.36208603016206,0
2017-03-05,399.2853015842188,0
2017-03-06,403.3751539967658,0
2017-03-07,398.1110292504324,0
2017-03-08,402.7148271821435,0
2017-03-09,396.9499528703119,0
2017-03-10,401.79262267807763,0
2017-03-11,410.2215873714557,0
2017-03-12,413.98611447880205,0
2017-03-13,405.2116698855376,0
2017-03-14,409.70884260052014,0
2017-03-15,419.2230343171139,0
2017-03-16,418.07726846850545,0
2017-03-17,418.0637579885096,0
2017-03-18,413.21688156357715,0
2017-03-19,414.6503011955808,0
2017-03-20,420.1219730745769,0
2017-03-21,423.221241024306,0
2017-03-22,436.97700847777367,0
2017-03-23,437.26128524237356,0
2017-03-24,430.26992349463063,0
2017-03-25,431.14886570722655,0
2017-03-26,420.9084461174773,0
2017-03-27,418.78582017138325,0
2017-03-28,425.8338781148511,0
2017-03-29,427.36729204012914,0
2017-03-30,428.2767608155944,0
2017-03-31,436.3474482083765,0
2017-04-01,435.2971473872701,0
2017-04-02,441.00857070981726,0
